,c_inst_name_code,c_inst_code,c_inst_code_new,c_new_new_code
1255,689,138559,1,1255
1256,690,139696,1,1256
1257,691,138560,1,1257
1258,691,138561,2,1258
1259,691,138562,3,1259
1260,691,138563,4,1260
1261,691,138564,5,1261
1262,691,139524,6,1262
1263,691,140447,7,1263
1264,692,138565,1,1264
1265,692,139592,2,1265
1266,692,139639,3,1266
1267,692,139680,4,1267
1268,692,140213,5,1268
1269,693,138566,1,1269
1270,694,138567,1,1270
1271,694,138568,2,1271
1272,695,140100,1,1272
1273,696,138545,1,1273
1274,696,139499,2,1274
1275,696,139686,3,1275
1276,696,139815,4,1276
1277,696,140068,5,1277
1278,697,139405,1,1278
1279,698,138569,1,1279
1280,699,140530,1,1280
1281,700,138570,1,1281
1282,701,139721,1,1282
1283,702,138541,1,1283
1284,702,138542,2,1284
1285,702,139583,3,1285
1286,703,139997,1,1286
1287,704,138592,1,1287
1288,705,138593,1,1288
1289,706,139651,1,1289
1290,706,140352,2,1290
1291,707,139850,1,1291
1292,708,138594,1,1292
1293,709,140142,1,1293
1294,710,138596,1,1294
1295,711,138597,1,1295
1296,712,138598,1,1296
1297,713,138599,1,1297
1298,714,138600,1,1298
1299,715,139845,1,1299
1300,716,138601,1,1300
1301,717,139490,1,1301
1302,718,140219,1,1302
1303,719,139677,1,1303
1304,720,138605,1,1304
1305,720,138606,2,1305
1306,721,138607,1,1306
1307,721,139990,2,1307
1308,722,138608,1,1308
1309,723,138614,1,1309
1310,723,138615,2,1310
1311,724,138613,1,1311
1312,725,138612,1,1312
1313,725,139415,2,1313
1314,725,139820,3,1314
1315,725,140223,4,1315
1316,725,140425,5,1316
1317,726,138616,1,1317
1318,726,138617,2,1318
1319,726,139645,3,1319
1320,727,138618,1,1320
1321,727,138619,2,1321
1322,728,138620,1,1322
1323,729,138621,1,1323
1324,729,138622,2,1324
1325,729,138623,3,1325
1326,730,138624,1,1326
1327,731,138625,1,1327
1328,732,138629,1,1328
1329,733,138609,1,1329
1330,733,138610,2,1330
1331,733,138611,3,1331
1332,733,140350,4,1332
1333,734,138630,1,1333
1334,734,138631,2,1334
1335,734,139676,3,1335
1336,735,138602,1,1336
1337,735,138603,2,1337
1338,735,138604,3,1338
1339,735,139991,4,1339
1340,736,138632,1,1340
1341,737,138633,1,1341
1342,738,138634,1,1342
1343,739,138635,1,1343
1344,740,140498,1,1344
1345,741,140441,1,1345
1346,742,140378,1,1346
1347,743,140542,1,1347
1348,744,140543,1,1348
1349,745,140544,1,1349
1350,746,138636,1,1350
1351,746,140469,2,1351
1352,746,140555,3,1352
1353,747,140363,1,1353
1354,748,140494,1,1354
1355,749,138637,1,1355
1356,749,139752,2,1356
1357,750,138638,1,1357
1358,751,139837,1,1358
1359,752,138664,1,1359
1360,752,138665,2,1360
1361,752,139804,3,1361
1362,753,138639,1,1362
1363,754,138640,1,1363
1364,755,140373,1,1364
1365,756,138641,1,1365
1366,757,139632,1,1366
1367,758,138643,1,1367
1368,758,138644,2,1368
1369,758,138645,3,1369
1370,759,138646,1,1370
1371,760,140055,1,1371
1372,761,139915,1,1372
1373,762,138648,1,1373
1374,762,139479,2,1374
1375,762,139507,3,1375
1376,763,138649,1,1376
1377,763,140008,2,1377
1378,763,140074,3,1378
1379,764,138647,1,1379
1380,764,139673,2,1380
1381,765,138650,1,1381
1382,765,138651,2,1382
1383,765,138652,3,1383
1384,765,138653,4,1384
1385,765,138654,5,1385
1386,765,139411,6,1386
1387,765,139882,7,1387
1388,766,140091,1,1388
1389,766,140276,2,1389
1390,766,140329,3,1390
1391,767,138655,1,1391
1392,767,138656,2,1392
1393,767,138657,3,1393
1394,767,140240,4,1394
1395,768,138658,1,1395
1396,769,138659,1,1396
1397,769,138660,2,1397
1398,769,138661,3,1398
1399,769,139758,4,1399
1400,769,139916,5,1400
1401,769,140150,6,1401
1402,769,140385,7,1402
1403,769,140397,8,1403
1404,770,138642,1,1404
1405,771,138662,1,1405
1406,772,138663,1,1406
1407,773,138673,1,1407
1408,774,139528,1,1408
1409,775,140192,1,1409
1410,775,140203,2,1410
1411,776,138680,1,1411
1412,776,138681,2,1412
1413,776,140108,3,1413
1414,777,138682,1,1414
1415,778,140162,1,1415
1416,779,138683,1,1416
1417,780,138684,1,1417
1418,781,138723,1,1418
1419,782,138724,1,1419
1420,783,138725,1,1420
1421,783,138726,2,1421
1422,784,138727,1,1422
1423,784,138728,2,1423
1424,785,138729,1,1424
1425,785,138730,2,1425
1426,785,138731,3,1426
1427,786,138732,1,1427
1428,787,138733,1,1428
1429,788,138734,1,1429
1430,789,140367,1,1430
1431,790,138735,1,1431
1432,791,140554,1,1432
1433,792,138736,1,1433
1434,793,138738,1,1434
1435,794,139531,1,1435
1436,795,138739,1,1436
1437,796,139831,1,1437
1438,797,140149,1,1438
1439,798,138741,1,1439
1440,799,139460,1,1440
1441,800,139040,1,1441
1442,801,138742,1,1442
1443,802,140346,1,1443
1444,803,138747,1,1444
1445,804,139430,1,1445
1446,805,139674,1,1446
1447,805,139759,2,1447
1448,805,140468,3,1448
1449,806,138748,1,1449
1450,807,138750,1,1450
1451,807,140104,2,1451
1452,808,138753,1,1452
1453,809,138754,1,1453
1454,810,138755,1,1454
1455,811,138751,1,1455
1456,811,138752,2,1456
1457,811,140360,3,1457
1458,812,140039,1,1458
1459,813,138756,1,1459
1460,813,139884,2,1460
1461,814,138757,1,1461
1462,814,138758,2,1462
1463,815,138759,1,1463
1464,816,138760,1,1464
1465,817,138749,1,1465
1466,818,138761,1,1466
1467,819,138762,1,1467
1468,820,139883,1,1468
1469,821,139643,1,1469
1470,822,138764,1,1470
1471,823,138765,1,1471
1472,824,140252,1,1472
1473,825,138767,1,1473
1474,826,138768,1,1474
1475,827,138769,1,1475
1476,828,138770,1,1476
1477,829,138668,1,1477
1478,829,139530,2,1478
1479,830,138669,1,1479
1480,831,138670,1,1480
1481,832,139505,1,1481
1482,833,138666,1,1482
1483,833,138667,2,1483
1484,834,140113,1,1484
1485,835,139569,1,1485
1486,836,138672,1,1486
1487,837,138671,1,1487
1488,838,138737,1,1488
1489,839,138771,1,1489
1490,840,139501,1,1490
1491,841,138773,1,1491
1492,842,138774,1,1492
1493,843,138780,1,1493
1494,844,140546,1,1494
1495,845,138781,1,1495
1496,846,138782,1,1496
1497,847,138783,1,1497
1498,848,140315,1,1498
1499,849,138784,1,1499
1500,850,140163,1,1500
1501,851,138785,1,1501
1502,852,140355,1,1502
1503,853,138786,1,1503
1504,854,138787,1,1504
1505,855,138788,1,1505
1506,855,140335,2,1506
1507,856,138792,1,1507
1508,857,138793,1,1508
1509,857,138794,2,1509
1510,858,138795,1,1510
1511,859,138796,1,1511
1512,860,139606,1,1512
1513,861,139866,1,1513
1514,861,140099,2,1514
1515,861,140413,3,1515
1516,862,138797,1,1516
1517,863,138798,1,1517
1518,864,140063,1,1518
1519,865,139854,1,1519
1520,866,138802,1,1520
1521,867,138803,1,1521
1522,867,139589,2,1522
1523,867,139711,3,1523
1524,868,138804,1,1524
1525,869,138805,1,1525
1526,869,139487,2,1526
1527,869,139540,3,1527
1528,870,139657,1,1528
1529,871,139553,1,1529
1530,872,138806,1,1530
1531,873,139641,1,1531
1532,874,139868,1,1532
1533,875,138807,1,1533
1534,876,139688,1,1534
1535,877,138808,1,1535
1536,878,138809,1,1536
1537,879,139383,1,1537
1538,880,138810,1,1538
1539,881,138811,1,1539
1540,881,139743,2,1540
1541,882,138813,1,1541
1542,883,138814,1,1542
1543,883,139435,2,1543
1544,884,138812,1,1544
1545,885,139976,1,1545
1546,886,138818,1,1546
1547,886,138819,2,1547
1548,887,138820,1,1548
1549,887,139559,2,1549
1550,887,139943,3,1550
1551,887,140084,4,1551
1552,888,140151,1,1552
1553,889,139695,1,1553
1554,889,139920,2,1554
1555,889,139955,3,1555
1556,890,139876,1,1556
1557,891,138821,1,1557
1558,892,140545,1,1558
1559,893,138827,1,1559
1560,894,139983,1,1560
1561,894,140061,2,1561
1562,895,140516,1,1562
1563,896,138826,1,1563
1564,897,138828,1,1564
1565,897,138829,2,1565
1566,898,138817,1,1566
1567,899,138832,1,1567
1568,900,138838,1,1568
1569,901,140479,1,1569
1570,902,138845,1,1570
1571,903,139655,1,1571
1572,903,140159,2,1572
1573,904,139404,1,1573
1574,905,139580,1,1574
1575,906,138846,1,1575
1576,906,138847,2,1576
1577,906,140334,3,1577
1578,907,138848,1,1578
1579,908,138849,1,1579
1580,909,139968,1,1580
1581,910,139995,1,1581
1582,911,140278,1,1582
1583,912,138852,1,1583
1584,913,139925,1,1584
1585,914,140034,1,1585
1586,915,139857,1,1586
1587,916,139652,1,1587
1588,917,138855,1,1588
1589,918,138856,1,1589
1590,918,138857,2,1590
1591,919,140042,1,1591
1592,920,140422,1,1592
1593,921,140205,1,1593
1594,922,139851,1,1594
1595,923,139962,1,1595
1596,924,139388,1,1596
1597,924,140290,2,1597
1598,924,140374,3,1598
1599,925,139803,1,1599
1600,926,138232,1,1600
1601,927,138233,1,1601
1602,927,139949,2,1602
1603,928,139392,1,1603
1604,929,140436,1,1604
1605,930,140437,1,1605
1606,931,139818,1,1606
1607,932,140047,1,1607
1608,933,138858,1,1608
1609,934,138859,1,1609
1610,934,138860,2,1610
1611,935,138861,1,1611
1612,935,138862,2,1612
1613,936,139897,1,1613
1614,937,139734,1,1614
1615,938,140372,1,1615
1616,939,139474,1,1616
1617,940,140539,1,1617
1618,941,138863,1,1618
1619,942,138180,1,1619
1620,942,139471,2,1620
1621,943,138181,1,1621
1622,943,140292,2,1622
1623,943,140386,3,1623
1624,944,138182,1,1624
1625,945,138183,1,1625
1626,945,139618,2,1626
1627,945,139703,3,1627
1628,945,139875,4,1628
1629,945,140236,5,1629
1630,945,140273,6,1630
1631,945,140307,7,1631
1632,945,140412,8,1632
1633,945,140499,9,1633
1634,946,139653,1,1634
1635,947,138184,1,1635
1636,948,138185,1,1636
1637,949,138179,1,1637
1638,950,138186,1,1638
1639,950,139619,2,1639
1640,950,139636,3,1640
1641,950,140059,4,1641
1642,950,140075,5,1642
1643,950,140078,6,1643
1644,950,140185,7,1644
1645,951,138187,1,1645
1646,951,139751,2,1646
1647,951,140475,3,1647
1648,952,138188,1,1648
1649,953,138189,1,1649
1650,954,140158,1,1650
1651,955,140157,1,1651
1652,956,140489,1,1652
1653,956,140523,2,1653
1654,957,138865,1,1654
1655,958,138867,1,1655
1656,959,138868,1,1656
1657,960,139390,1,1657
1658,961,138869,1,1658
1659,961,138870,2,1659
1660,961,138871,3,1660
1661,961,138872,4,1661
1662,961,138873,5,1662
1663,961,138874,6,1663
1664,962,139733,1,1664
1665,963,140137,1,1665
1666,964,140225,1,1666
1667,965,140477,1,1667
1668,966,138875,1,1668
1669,967,140111,1,1669
1670,968,139956,1,1670
1671,968,139984,2,1671
1672,969,139410,1,1672
1673,970,138876,1,1673
1674,971,138877,1,1674
1675,972,140208,1,1675
1676,973,138878,1,1676
1677,974,138879,1,1677
1678,975,139467,1,1678
1679,976,140164,1,1679
1680,977,138881,1,1680
1681,977,139953,2,1681
1682,977,140212,3,1682
1683,978,138882,1,1683
1684,978,138883,2,1684
1685,978,139607,3,1685
1686,979,138880,1,1686
1687,979,140062,2,1687
1688,980,138884,1,1688
1689,980,138885,2,1689
1690,980,140255,3,1690
1691,981,139475,1,1691
1692,982,138866,1,1692
1693,983,138887,1,1693
1694,984,140354,1,1694
1695,985,138888,1,1695
1696,986,140553,1,1696
1697,987,139963,1,1697
1698,988,139939,1,1698
1699,989,140304,1,1699
1700,990,140305,1,1700
1701,991,140390,1,1701
1702,992,138889,1,1702
1703,992,138890,2,1703
1704,992,138891,3,1704
1705,992,138892,4,1705
1706,992,139745,5,1706
1707,993,140129,1,1707
1708,994,138893,1,1708
1709,994,138894,2,1709
1710,995,138895,1,1710
1711,996,140505,1,1711
1712,997,140277,1,1712
1713,998,140470,1,1713
1714,999,138896,1,1714
1715,999,138897,2,1715
1716,1000,138898,1,1716
1717,1000,140497,2,1717
1718,1001,139842,1,1718
1719,1002,140327,1,1719
1720,1002,140419,2,1720
1721,1003,138899,1,1721
1722,1003,138900,2,1722
1723,1004,138901,1,1723
1724,1005,138913,1,1724
1725,1005,138914,2,1725
1726,1005,139422,3,1726
1727,1006,138910,1,1727
1728,1006,138911,2,1728
1729,1006,140405,3,1729
1730,1007,138912,1,1730
1731,1008,138902,1,1731
1732,1008,138903,2,1732
1733,1008,138904,3,1733
1734,1008,138905,4,1734
1735,1008,138906,5,1735
1736,1008,138907,6,1736
1737,1008,138908,7,1737
1738,1008,138909,8,1738
1739,1008,139947,9,1739
1740,1008,140398,10,1740
1741,1008,140464,11,1741
1742,1009,139547,1,1742
1743,1010,138917,1,1743
1744,1011,138915,1,1744
1745,1011,138916,2,1745
1746,1011,140076,3,1746
1747,1011,140246,4,1747
1748,1012,139739,1,1748
1749,1013,139555,1,1749
1750,1014,140547,1,1750
1751,1015,139672,1,1751
1752,1016,138918,1,1752
1753,1017,138919,1,1753
1754,1017,138920,2,1754
1755,1017,138921,3,1755
1756,1017,139588,4,1756
1757,1017,139909,5,1757
1758,1017,140054,6,1758
1759,1017,140209,7,1759
1760,1017,140418,8,1760
1761,1018,139623,1,1761
1762,1018,139738,2,1762
1763,1018,140037,3,1763
1764,1018,140242,4,1764
1765,1019,138922,1,1765
1766,1020,138923,1,1766
1767,1021,140467,1,1767
1768,1022,138924,1,1768
1769,1023,138925,1,1769
1770,1024,140260,1,1770
1771,1025,140274,1,1771
1772,1026,139871,1,1772
1773,1027,138937,1,1773
1774,1027,140369,2,1774
1775,1028,138939,1,1775
1776,1029,138940,1,1776
1777,1030,138938,1,1777
1778,1031,140296,1,1778
1779,1031,140370,2,1779
1780,1032,138933,1,1780
1781,1033,140393,1,1781
1782,1034,138941,1,1782
1783,1035,139631,1,1783
1784,1036,138942,1,1784
1785,1036,138943,2,1785
1786,1036,139409,3,1786
1787,1037,138934,1,1787
1788,1038,138944,1,1788
1789,1039,139656,1,1789
1790,1040,139560,1,1790
1791,1041,138945,1,1791
1792,1042,140295,1,1792
1793,1043,138946,1,1793
1794,1043,139454,2,1794
1795,1044,138935,1,1795
1796,1044,139486,2,1796
1797,1044,139911,3,1797
1798,1044,140294,4,1798
1799,1045,138947,1,1799
1800,1046,138948,1,1800
1801,1047,138949,1,1801
1802,1047,138950,2,1802
1803,1047,138951,3,1803
1804,1048,138952,1,1804
1805,1049,138953,1,1805
1806,1049,139542,2,1806
1807,1050,139498,1,1807
1808,1051,138928,1,1808
1809,1051,138929,2,1809
1810,1051,138930,3,1810
1811,1051,138931,4,1811
1812,1051,138932,5,1812
1813,1051,139453,6,1813
1814,1052,138954,1,1814
1815,1053,139779,1,1815
1816,1053,139849,2,1816
1817,1053,140270,3,1817
1818,1054,138955,1,1818
1819,1054,139515,2,1819
1820,1055,139670,1,1820
1821,1055,139822,2,1821
1822,1056,138956,1,1822
1823,1057,139778,1,1823
1824,1058,138957,1,1824
1825,1059,138958,1,1825
1826,1059,138959,2,1826
1827,1059,138960,3,1827
1828,1059,138961,4,1828
1829,1060,138969,1,1829
1830,1061,139921,1,1830
1831,1062,138973,1,1831
1832,1062,140178,2,1832
1833,1063,138974,1,1833
1834,1064,139570,1,1834
1835,1065,138975,1,1835
1836,1066,138970,1,1836
1837,1066,138971,2,1837
1838,1066,138972,3,1838
1839,1066,139425,4,1839
1840,1066,140166,5,1840
1841,1067,140525,1,1841
1842,1068,138976,1,1842
1843,1068,140284,2,1843
1844,1069,140311,1,1844
1845,1070,138977,1,1845
1846,1070,138978,2,1846
1847,1070,140044,3,1847
1848,1070,140102,4,1848
1849,1070,140297,5,1849
1850,1071,138979,1,1850
1851,1072,140322,1,1851
1852,1073,140559,1,1852
1853,1074,138302,1,1853
1854,1075,140182,1,1854
1855,1076,138305,1,1855
1856,1077,139894,1,1856
1857,1078,139978,1,1857
1858,1078,140116,2,1858
1859,1079,140235,1,1859
1860,1080,139664,1,1860
1861,1081,139675,1,1861
1862,1082,139754,1,1862
1863,1083,138981,1,1863
1864,1084,138995,1,1864
1865,1085,138996,1,1865
1866,1086,138997,1,1866
1867,1087,139834,1,1867
1868,1088,138998,1,1868
1869,1089,139761,1,1869
1870,1090,138999,1,1870
1871,1090,139746,2,1871
1872,1090,140118,3,1872
1873,1091,140451,1,1873
1874,1092,139001,1,1874
1875,1093,139000,1,1875
1876,1093,139439,2,1876
1877,1094,139002,1,1877
1878,1095,139003,1,1878
1879,1096,139004,1,1879
1880,1097,140239,1,1880
1881,1098,139005,1,1881
1882,1099,140254,1,1882
1883,1100,140143,1,1883
1884,1101,139006,1,1884
1885,1102,139007,1,1885
1886,1102,139008,2,1886
1887,1103,139009,1,1887
1888,1104,139892,1,1888
1889,1105,139010,1,1889
1890,1106,139011,1,1890
1891,1107,139012,1,1891
1892,1108,139013,1,1892
1893,1109,139714,1,1893
1894,1110,138980,1,1894
1895,1111,140428,1,1895
1896,1112,140410,1,1896
1897,1113,139446,1,1897
1898,1114,140389,1,1898
1899,1115,139816,1,1899
1900,1116,139731,1,1900
1901,1117,139546,1,1901
1902,1118,139888,1,1902
1903,1119,138799,1,1903
1904,1120,140356,1,1904
1905,1121,138800,1,1905
1906,1121,139552,2,1906
1907,1122,140023,1,1907
1908,1123,140139,1,1908
1909,1123,140188,2,1909
1910,1124,139039,1,1910
1911,1125,139767,1,1911
1912,1126,139041,1,1912
1913,1127,139934,1,1913
1914,1128,139043,1,1914
1915,1129,140330,1,1915
1916,1130,139042,1,1916
1917,1131,139044,1,1917
1918,1132,139045,1,1918
1919,1133,140073,1,1919
1920,1134,139046,1,1920
1921,1134,139047,2,1921
1922,1134,139756,3,1922
1923,1134,140302,4,1923
1924,1135,139950,1,1924
1925,1136,140484,1,1925
1926,1137,139793,1,1926
1927,1138,140303,1,1927
1928,1139,139048,1,1928
1929,1140,139049,1,1929
1930,1141,139050,1,1930
1931,1142,139457,1,1931
1932,1143,139706,1,1932
1933,1144,140096,1,1933
1934,1145,139414,1,1934
1935,1146,139052,1,1935
1936,1147,140316,1,1936
1937,1148,140493,1,1937
1938,1149,139053,1,1938
1939,1150,139054,1,1939
1940,1150,139817,2,1940
1941,1150,139839,3,1941
1942,1150,139890,4,1942
1943,1151,139055,1,1943
1944,1151,139056,2,1944
1945,1151,140394,3,1945
1946,1151,140526,4,1946
1947,1152,139057,1,1947
1948,1153,139634,1,1948
1949,1154,139058,1,1949
1950,1154,140321,2,1950
1951,1155,139403,1,1951
1952,1156,140234,1,1952
1953,1157,139637,1,1953
1954,1158,139062,1,1954
1955,1159,139063,1,1955
1956,1159,139064,2,1956
1957,1159,139065,3,1957
1958,1159,140066,4,1958
1959,1160,139066,1,1959
1960,1161,139067,1,1960
1961,1162,139068,1,1961
1962,1163,139812,1,1962
1963,1164,139069,1,1963
1964,1165,139397,1,1964
1965,1166,139070,1,1965
1966,1167,139601,1,1966
1967,1168,140478,1,1967
1968,1169,139059,1,1968
1969,1169,139060,2,1969
1970,1169,139061,3,1970
1971,1169,140226,4,1971
1972,1169,140333,5,1972
1973,1169,140500,6,1973
1974,1170,140145,1,1974
1975,1171,140135,1,1975
1976,1171,140460,2,1976
1977,1172,139071,1,1977
1978,1172,139072,2,1978
1979,1172,139073,3,1979
1980,1173,139074,1,1980
1981,1173,139564,2,1981
1982,1173,139886,3,1982
1983,1173,139887,4,1983
1984,1174,139075,1,1984
1985,1174,139076,2,1985
1986,1174,139863,3,1986
1987,1175,139077,1,1987
1988,1176,139496,1,1988
1989,1177,139579,1,1989
1990,1178,139078,1,1990
1991,1179,139784,1,1991
1992,1180,139079,1,1992
1993,1181,139080,1,1993
1994,1182,139082,1,1994
1995,1183,139083,1,1995
1996,1184,139081,1,1996
1997,1185,140000,1,1997
1998,1186,139084,1,1998
1999,1187,139085,1,1999
2000,1188,140384,1,2000
2001,1189,139727,1,2001
2002,1190,139924,1,2002
2003,1191,139086,1,2003
2004,1192,140301,1,2004
2005,1193,139087,1,2005
2006,1194,140067,1,2006
2007,1195,139088,1,2007
2008,1195,139089,2,2008
2009,1196,139092,1,2009
2010,1197,139443,1,2010
2011,1198,139093,1,2011
2012,1199,139094,1,2012
2013,1200,139095,1,2013
2014,1201,139744,1,2014
2015,1202,139509,1,2015
2016,1202,140361,2,2016
2017,1203,140492,1,2017
2018,1204,139608,1,2018
2019,1205,140376,1,2019
2020,1206,139575,1,2020
2021,1207,139510,1,2021
2022,1208,139394,1,2022
2023,1209,140002,1,2023
2024,1210,139103,1,2024
2025,1210,139104,2,2025
2026,1210,139105,3,2026
2027,1210,139395,4,2027
2028,1211,139713,1,2028
2029,1212,139106,1,2029
2030,1213,139387,1,2030
2031,1214,139107,1,2031
2032,1215,139108,1,2032
2033,1216,140351,1,2033
2034,1217,140098,1,2034
2035,1218,140306,1,2035
2036,1219,140379,1,2036
2037,1220,139109,1,2037
2038,1221,139110,1,2038
2039,1222,139112,1,2039
2040,1223,139113,1,2040
2041,1224,139452,1,2041
2042,1225,139111,1,2042
2043,1225,139451,2,2043
2044,1226,139114,1,2044
2045,1227,139693,1,2045
2046,1228,139115,1,2046
2047,1228,139116,2,2047
2048,1228,139478,3,2048
2049,1228,139504,4,2049
2050,1229,140173,1,2050
2051,1230,139117,1,2051
2052,1231,139118,1,2052
2053,1232,140117,1,2053
2054,1233,139120,1,2054
2055,1234,139119,1,2055
2056,1235,139384,1,2056
2057,1236,139132,1,2057
2058,1236,139133,2,2058
2059,1237,140529,1,2059
2060,1238,140380,1,2060
2061,1239,139137,1,2061
2062,1240,139138,1,2062
2063,1241,139139,1,2063
2064,1241,139521,2,2064
2065,1242,139140,1,2065
2066,1242,139141,2,2066
2067,1243,139142,1,2067
2068,1243,139143,2,2068
2069,1244,139144,1,2069
2070,1244,139145,2,2070
2071,1244,139146,3,2071
2072,1244,139814,4,2072
2073,1244,139944,5,2073
2074,1245,139147,1,2074
2075,1246,139134,1,2075
2076,1246,139135,2,2076
2077,1246,140136,3,2077
2078,1247,139136,1,2078
2079,1248,139148,1,2079
2080,1249,139149,1,2080
2081,1249,139150,2,2081
2082,1249,139151,3,2082
2083,1249,139522,4,2083
2084,1249,139581,5,2084
2085,1249,139582,6,2085
2086,1250,139128,1,2086
2087,1251,139124,1,2087
2088,1252,139122,1,2088
2089,1253,139125,1,2089
2090,1254,139126,1,2090
2091,1254,140156,2,2091
2092,1255,139442,1,2092
2093,1256,139127,1,2093
2094,1257,139123,1,2094
2095,1258,139668,1,2095
2096,1259,140383,1,2096
2097,1260,139152,1,2097
2098,1261,139647,1,2098
2099,1262,139605,1,2099
2100,1262,140028,2,2100
2101,1262,140095,3,2101
2102,1263,140222,1,2102
2103,1264,139508,1,2103
2104,1265,139153,1,2104
2105,1266,140279,1,2105
2106,1267,139154,1,2106
2107,1268,139155,1,2107
2108,1269,139156,1,2108
2109,1270,139157,1,2109
2110,1271,139158,1,2110
2111,1272,139159,1,2111
2112,1273,139160,1,2112
2113,1274,140401,1,2113
2114,1275,139161,1,2114
2115,1275,139162,2,2115
2116,1275,139163,3,2116
2117,1275,139164,4,2117
2118,1275,139165,5,2118
2119,1275,139166,6,2119
2120,1275,139765,7,2120
2121,1276,140064,1,2121
2122,1277,139167,1,2122
2123,1277,139495,2,2123
2124,1277,139519,3,2124
2125,1278,139810,1,2125
2126,1279,140402,1,2126
2127,1280,139168,1,2127
2128,1280,139468,2,2128
2129,1281,139169,1,2129
2130,1282,139926,1,2130
2131,1283,139792,1,2131
2132,1284,140271,1,2132
2133,1285,139431,1,2133
2134,1286,140424,1,2134
2135,1287,139776,1,2135
2136,1288,139170,1,2136
2137,1289,139171,1,2137
2138,1290,139914,1,2138
2139,1291,139642,1,2139
2140,1292,139573,1,2140
2141,1293,139408,1,2141
2142,1294,139172,1,2142
2143,1294,139173,2,2143
2144,1294,139174,3,2144
2145,1294,139621,4,2145
2146,1294,139723,5,2146
2147,1294,139789,6,2147
2148,1294,139985,7,2148
2149,1294,140298,8,2149
2150,1295,140189,1,2150
2151,1296,139175,1,2151
2152,1297,139574,1,2152
2153,1298,139176,1,2153
2154,1298,139177,2,2154
2155,1299,139178,1,2155
2156,1299,140317,2,2156
2157,1300,139633,1,2157
2158,1301,140128,1,2158
2159,1302,139179,1,2159
2160,1303,139180,1,2160
2161,1303,139181,2,2161
2162,1304,140197,1,2162
2163,1305,138380,1,2163
2164,1306,138381,1,2164
2165,1306,138382,2,2165
2166,1307,138383,1,2166
2167,1308,139440,1,2167
2168,1309,139782,1,2168
2169,1310,138386,1,2169
2170,1311,138387,1,2170
2171,1312,138388,1,2171
2172,1313,138389,1,2172
2173,1313,138390,2,2173
2174,1313,140097,3,2174
2175,1314,138391,1,2175
2176,1315,139692,1,2176
2177,1316,138379,1,2177
2178,1317,138392,1,2178
2179,1318,139292,1,2179
2180,1319,139873,1,2180
2181,1319,139961,2,2181
2182,1320,139182,1,2182
2183,1320,139183,2,2183
2184,1320,139700,3,2184
2185,1320,140092,4,2185
2186,1321,139412,1,2186
2187,1321,139436,2,2187
2188,1321,139989,3,2188
2189,1322,139905,1,2189
2190,1322,140263,2,2190
2191,1323,139184,1,2191
2192,1324,138341,1,2192
2193,1324,140396,2,2193
2194,1325,140200,1,2194
2195,1326,140201,1,2195
2196,1327,138192,1,2196
2197,1328,139187,1,2197
2198,1329,138259,1,2198
2199,1329,138260,2,2199
2200,1329,138261,3,2200
2201,1329,138262,4,2201
2202,1329,138263,5,2202
2203,1329,140125,6,2203
2204,1330,138264,1,2204
2205,1331,138265,1,2205
2206,1332,138266,1,2206
2207,1333,138268,1,2207
2208,1333,138269,2,2208
2209,1333,138270,3,2209
2210,1333,138271,4,2210
2211,1333,138272,5,2211
2212,1333,138273,6,2212
2213,1333,138274,7,2213
2214,1333,138275,8,2214
2215,1333,138276,9,2215
2216,1333,138277,10,2216
2217,1333,138278,11,2217
2218,1333,138279,12,2218
2219,1333,138280,13,2219
2220,1333,138281,14,2220
2221,1333,138282,15,2221
2222,1333,138283,16,2222
2223,1334,138267,1,2223
2224,1335,138284,1,2224
2225,1336,140358,1,2225
2226,1337,138285,1,2226
2227,1337,138286,2,2227
2228,1337,138287,3,2228
2229,1337,140115,4,2229
2230,1338,138288,1,2230
2231,1339,138289,1,2231
2232,1340,139461,1,2232
2233,1341,139428,1,2233
2234,1342,139532,1,2234
2235,1343,139757,1,2235
2236,1344,138295,1,2236
2237,1344,138296,2,2237
2238,1344,138297,3,2238
2239,1344,138298,4,2239
2240,1344,138299,5,2240
2241,1345,138801,1,2241
2242,1346,139188,1,2242
2243,1346,139189,2,2243
2244,1347,139190,1,2244
2245,1348,140120,1,2245
2246,1349,140540,1,2246
2247,1350,139742,1,2247
2248,1351,139192,1,2248
2249,1352,140204,1,2249
2250,1353,140218,1,2250
2251,1354,139938,1,2251
2252,1355,139795,1,2252
2253,1356,139193,1,2253
2254,1357,139598,1,2254
2255,1358,139469,1,2255
2256,1359,139194,1,2256
2257,1359,139195,2,2257
2258,1360,139196,1,2258
2259,1360,139197,2,2259
2260,1360,139198,3,2260
2261,1360,139590,4,2261
2262,1361,139200,1,2262
2263,1362,139201,1,2263
2264,1363,139204,1,2264
2265,1363,139205,2,2265
2266,1363,140051,3,2266
2267,1364,139900,1,2267
2268,1365,138328,1,2268
2269,1366,140261,1,2269
2270,1367,138329,1,2270
2271,1367,140177,2,2271
2272,1368,138330,1,2272
2273,1369,138331,1,2273
2274,1369,140328,2,2274
2275,1370,138153,1,2275
2276,1371,138154,1,2276
2277,1372,138155,1,2277
2278,1373,138156,1,2278
2279,1374,138157,1,2279
2280,1375,139538,1,2280
2281,1376,139539,1,2281
2282,1377,140375,1,2282
2283,1378,138165,1,2283
2284,1379,139611,1,2284
