index,c_office_id,c_office_type_id,c_office_tree_id,c_office_type_type_code,c_office_l1,c_office_l2,c_office_l3,c_office_l4,c_office_l5
9097,60299,0,18,0,0,0,0,0,0
9098,60299,,1801030211,0,0,0,0,0,0
9099,60300,0,18,0,0,0,0,0,0
9100,60300,,1801030211,0,0,0,0,0,0
9101,60301,0,18,0,0,0,0,0,0
9102,60301,,1801030211,0,0,0,0,0,0
9103,60302,0,18,0,0,0,0,0,0
9104,60302,,1801030211,0,0,0,0,0,0
9105,60303,0,18,0,0,0,0,0,0
9106,60303,,1801030211,0,0,0,0,0,0
9107,60304,0,18,0,0,0,0,0,0
9108,60304,,1801030211,0,0,0,0,0,0
9109,60305,0,18,0,0,0,0,0,0
9110,60305,,1801030211,0,0,0,0,0,0
9111,60306,0,18,0,0,0,0,0,0
9112,60306,,1801030211,0,0,0,0,0,0
9113,60307,0,18,0,0,0,0,0,0
9114,60307,,1801030211,0,0,0,0,0,0
9115,60308,0,18,0,0,0,0,0,0
9116,60308,,1801030211,0,0,0,0,0,0
9117,60309,0,18,0,0,0,0,0,0
9118,60309,,1801030211,0,0,0,0,0,0
9119,60310,0,18,0,0,0,0,0,0
9120,60310,,180101011901,0,0,0,0,0,0
9121,60311,0,18,0,0,0,0,0,0
9122,60311,,180101011901,0,0,0,0,0,0
9123,60312,0,18,0,0,0,0,0,0
9124,60312,,180101011901,0,0,0,0,0,0
9125,60313,0,18,0,0,0,0,0,0
9126,60313,,1801030201,0,0,0,0,0,0
9127,60314,0,18,0,0,0,0,0,0
9128,60314,,1801030201,0,0,0,0,0,0
9129,60315,0,18,0,0,0,0,0,0
9130,60315,,1801030201,0,0,0,0,0,0
9131,60316,0,18,0,0,0,0,0,0
9132,60316,,1801030201,0,0,0,0,0,0
9133,60317,0,18,0,0,0,0,0,0
9134,60317,,1801030201,0,0,0,0,0,0
9135,60318,0,18,0,0,0,0,0,0
9136,60318,,1801030201,0,0,0,0,0,0
9137,60319,0,18,0,0,0,0,0,0
9138,60319,,1801030201,0,0,0,0,0,0
9139,60320,0,18,0,0,0,0,0,0
9140,60320,,1801030201,0,0,0,0,0,0
9141,60321,0,18,0,0,0,0,0,0
9142,60321,,1801030201,0,0,0,0,0,0
9143,60322,0,18,0,0,0,0,0,0
9144,60322,,1801030201,0,0,0,0,0,0
9145,60323,0,18,0,0,0,0,0,0
9146,60323,,1801030201,0,0,0,0,0,0
9147,60324,0,18,0,0,0,0,0,0
9148,60324,,1801030201,0,0,0,0,0,0
9149,60325,0,18,0,0,0,0,0,0
9150,60325,,1801030201,0,0,0,0,0,0
9151,60326,0,18,0,0,0,0,0,0
9152,60326,,1801030201,0,0,0,0,0,0
9153,60327,0,18,0,0,0,0,0,0
9154,60327,,1801030201,0,0,0,0,0,0
9155,60328,0,18,0,0,0,0,0,0
9156,60328,,1801030201,0,0,0,0,0,0
9157,60329,0,18,0,0,0,0,0,0
9158,60329,,1899,0,0,0,0,0,0
9159,60330,0,18,0,0,0,0,0,0
9160,60330,,1899,0,0,0,0,0,0
9161,60331,0,18,0,0,0,0,0,0
9162,60331,,1899,0,0,0,0,0,0
9163,60332,0,18,0,0,0,0,0,0
9164,60333,0,18,0,0,0,0,0,0
9165,60333,,18010204,0,0,0,0,0,0
9166,60334,0,18,0,0,0,0,0,0
9167,60334,,18010204,0,0,0,0,0,0
9168,60335,0,18,0,0,0,0,0,0
9169,60335,,18010204,0,0,0,0,0,0
9170,60336,0,18,0,0,0,0,0,0
9171,60336,,18010204,0,0,0,0,0,0
9172,60337,0,18,0,0,0,0,0,0
9173,60337,,18010204,0,0,0,0,0,0
9174,60338,0,18,0,0,0,0,0,0
9175,60338,,18010204,0,0,0,0,0,0
9176,60339,0,18,0,0,0,0,0,0
9177,60339,,18010204,0,0,0,0,0,0
9178,60340,0,18,0,0,0,0,0,0
9179,60340,,18010204,0,0,0,0,0,0
9180,60341,0,18,0,0,0,0,0,0
9181,60341,,18010204,0,0,0,0,0,0
9182,60342,0,18,0,0,0,0,0,0
9183,60342,,18010204,0,0,0,0,0,0
9184,60343,0,18,0,0,0,0,0,0
9185,60343,,180106022310,0,0,0,0,0,0
9186,60344,0,18,0,0,0,0,0,0
9187,60344,,180106022310,0,0,0,0,0,0
9188,60345,0,18,0,0,0,0,0,0
9189,60345,,180106022310,0,0,0,0,0,0
9190,60346,0,18,0,0,0,0,0,0
9191,60346,,1899,0,0,0,0,0,0
9192,60347,0,18,0,0,0,0,0,0
9193,60347,,1899,0,0,0,0,0,0
9194,60348,0,18,0,0,0,0,0,0
9195,60348,,18010204,0,0,0,0,0,0
9196,60349,0,18,0,0,0,0,0,0
9197,60349,,18010204,0,0,0,0,0,0
9198,60350,0,18,0,0,0,0,0,0
9199,60350,,18010204,0,0,0,0,0,0
9200,60351,0,18,0,0,0,0,0,0
9201,60351,,18010204,0,0,0,0,0,0
9202,60352,0,18,0,0,0,0,0,0
9203,60352,,18010204,0,0,0,0,0,0
9204,60353,0,18,0,0,0,0,0,0
9205,60353,,18010204,0,0,0,0,0,0
9206,60354,0,18,0,0,0,0,0,0
9207,60354,,18010204,0,0,0,0,0,0
9208,60355,0,18,0,0,0,0,0,0
9209,60355,,18010204,0,0,0,0,0,0
9210,60356,0,18,0,0,0,0,0,0
9211,60356,,18010204,0,0,0,0,0,0
9212,60357,0,18,0,0,0,0,0,0
9213,60357,,18010204,0,0,0,0,0,0
9214,60358,0,18,0,0,0,0,0,0
9215,60358,,18010204,0,0,0,0,0,0
9216,60359,0,18,0,0,0,0,0,0
9217,60359,,180103021802,0,0,0,0,0,0
9218,60360,0,18,0,0,0,0,0,0
9219,60360,,180103021802,0,0,0,0,0,0
9220,60361,0,18,0,0,0,0,0,0
9221,60361,,1801020601,0,0,0,0,0,0
9222,60362,0,18,0,0,0,0,0,0
9223,60362,,1801020601,0,0,0,0,0,0
9224,60363,0,18,0,0,0,0,0,0
9225,60363,,180103021801,0,0,0,0,0,0
9226,60364,0,18,0,0,0,0,0,0
9227,60364,,180103021801,0,0,0,0,0,0
9228,60365,0,18,0,0,0,0,0,0
9229,60365,,180101010302,0,0,0,0,0,0
9230,60366,0,18,0,0,0,0,0,0
9231,60366,,180101010302,0,0,0,0,0,0
9232,60367,0,18,0,0,0,0,0,0
9233,60367,,180101010302,0,0,0,0,0,0
9234,60368,0,18,0,0,0,0,0,0
9235,60368,,180101010302,0,0,0,0,0,0
9236,60369,0,18,0,0,0,0,0,0
9237,60369,,180101010302,0,0,0,0,0,0
9238,60370,0,18,0,0,0,0,0,0
9239,60370,,180101010302,0,0,0,0,0,0
9240,60371,0,18,0,0,0,0,0,0
9241,60371,,180101010302,0,0,0,0,0,0
9242,60372,0,18,0,0,0,0,0,0
9243,60372,,180101010302,0,0,0,0,0,0
9244,60373,0,18,0,0,0,0,0,0
9245,60373,,180101010302,0,0,0,0,0,0
9246,60374,0,18,0,0,0,0,0,0
9247,60374,,180103021802,0,0,0,0,0,0
9248,60375,0,18,0,0,0,0,0,0
9249,60375,,180103021802,0,0,0,0,0,0
9250,60376,0,18,0,0,0,0,0,0
9251,60376,,180103021802,0,0,0,0,0,0
9252,60377,0,18,0,0,0,0,0,0
9253,60377,,1801030218,0,0,0,0,0,0
9254,60378,0,18,0,0,0,0,0,0
9255,60378,,1801030218,0,0,0,0,0,0
9256,60379,0,18,0,0,0,0,0,0
9257,60379,,1801030218,0,0,0,0,0,0
9258,60380,0,18,0,0,0,0,0,0
9259,60380,,1801030218,0,0,0,0,0,0
9260,60381,0,18,0,0,0,0,0,0
9261,60381,,1801030218,0,0,0,0,0,0
9262,60382,0,18,0,0,0,0,0,0
9263,60382,,1801030218,0,0,0,0,0,0
9264,60383,0,18,0,0,0,0,0,0
9265,60383,,1801030218,0,0,0,0,0,0
9266,60384,0,18,0,0,0,0,0,0
9267,60384,,1801030218,0,0,0,0,0,0
9268,60385,0,18,0,0,0,0,0,0
9269,60385,,180101010902,0,0,0,0,0,0
9270,60386,0,18,0,0,0,0,0,0
9271,60386,,180101010902,0,0,0,0,0,0
9272,60387,0,18,0,0,0,0,0,0
9273,60387,,180101010902,0,0,0,0,0,0
9274,60388,0,18,0,0,0,0,0,0
9275,60388,,180101010902,0,0,0,0,0,0
9276,60389,0,18,0,0,0,0,0,0
9277,60389,,180101010902,0,0,0,0,0,0
9278,60390,0,18,0,0,0,0,0,0
9279,60390,,180101010902,0,0,0,0,0,0
9280,60391,0,18,0,0,0,0,0,0
9281,60391,,180101010902,0,0,0,0,0,0
9282,60392,0,18,0,0,0,0,0,0
9283,60392,,1801010423,0,0,0,0,0,0
9284,60393,0,18,0,0,0,0,0,0
9285,60393,,1801010423,0,0,0,0,0,0
9286,60394,0,18,0,0,0,0,0,0
9287,60394,,1801010423,0,0,0,0,0,0
9288,60395,0,18,0,0,0,0,0,0
9289,60395,,1801010423,0,0,0,0,0,0
9290,60396,0,18,0,0,0,0,0,0
9291,60396,,1801010423,0,0,0,0,0,0
9292,60397,0,18,0,0,0,0,0,0
9293,60397,,1801010423,0,0,0,0,0,0
9294,60398,0,18,0,0,0,0,0,0
9295,60398,,1801010106,0,0,0,0,0,0
9296,60399,0,18,0,0,0,0,0,0
9297,60399,,1801010106,0,0,0,0,0,0
9298,60400,0,18,0,0,0,0,0,0
9299,60400,,1801010106,0,0,0,0,0,0
9300,60401,0,18,0,0,0,0,0,0
9301,60401,,1801010106,0,0,0,0,0,0
9302,60402,0,18,0,0,0,0,0,0
9303,60402,,1801010106,0,0,0,0,0,0
9304,60403,0,18,0,0,0,0,0,0
9305,60403,,1801010106,0,0,0,0,0,0
9306,60404,0,18,0,0,0,0,0,0
9307,60404,,1801010106,0,0,0,0,0,0
9308,60405,0,18,0,0,0,0,0,0
9309,60405,,1801010106,0,0,0,0,0,0
9310,60406,0,18,0,0,0,0,0,0
9311,60406,,1801010106,0,0,0,0,0,0
9312,60407,0,18,0,0,0,0,0,0
9313,60407,,1806010105,0,0,0,0,0,0
9314,60408,0,18,0,0,0,0,0,0
9315,60408,,1806010105,0,0,0,0,0,0
9316,60409,0,18,0,0,0,0,0,0
9317,60409,,1899,0,0,0,0,0,0
9318,60410,0,18,0,0,0,0,0,0
9319,60410,,1899,0,0,0,0,0,0
9320,60411,0,18,0,0,0,0,0,0
9321,60411,,1899,0,0,0,0,0,0
9322,60412,0,18,0,0,0,0,0,0
9323,60412,,1899,0,0,0,0,0,0
9324,60413,0,18,0,0,0,0,0,0
9325,60413,,1899,0,0,0,0,0,0
9326,60414,0,18,0,0,0,0,0,0
9327,60414,,1899,0,0,0,0,0,0
9328,60415,0,18,0,0,0,0,0,0
9329,60415,,1899,0,0,0,0,0,0
9330,60416,0,18,0,0,0,0,0,0
9331,60416,,1899,0,0,0,0,0,0
9332,60417,0,18,0,0,0,0,0,0
9333,60417,,1899,0,0,0,0,0,0
9334,60418,0,18,0,0,0,0,0,0
9335,60418,,1899,0,0,0,0,0,0
9336,60419,0,18,0,0,0,0,0,0
9337,60419,,1899,0,0,0,0,0,0
9338,60420,0,18,0,0,0,0,0,0
9339,60420,,1899,0,0,0,0,0,0
9340,60421,0,18,0,0,0,0,0,0
9341,60421,,1899,0,0,0,0,0,0
9342,60422,0,18,0,0,0,0,0,0
9343,60422,,1899,0,0,0,0,0,0
9344,60423,0,18,0,0,0,0,0,0
9345,60423,,18031807,0,0,0,0,0,0
9346,60424,0,18,0,0,0,0,0,0
9347,60424,,1806010107,0,0,0,0,0,0
9348,60425,0,18,0,0,0,0,0,0
9349,60425,,1806010107,0,0,0,0,0,0
9350,60426,0,18,0,0,0,0,0,0
9351,60426,,1806010107,0,0,0,0,0,0
9352,60427,0,18,0,0,0,0,0,0
9353,60427,,1899,0,0,0,0,0,0
9354,60428,0,18,0,0,0,0,0,0
9355,60428,,1899,0,0,0,0,0,0
9356,60429,0,18,0,0,0,0,0,0
9357,60429,,1899,0,0,0,0,0,0
9358,60430,0,18,0,0,0,0,0,0
9359,60430,,1899,0,0,0,0,0,0
9360,60431,0,18,0,0,0,0,0,0
9361,60431,,1899,0,0,0,0,0,0
9362,60432,0,18,0,0,0,0,0,0
9363,60432,,1899,0,0,0,0,0,0
9364,60433,0,18,0,0,0,0,0,0
9365,60433,,1899,0,0,0,0,0,0
9366,60434,0,18,0,0,0,0,0,0
9367,60434,,18030908,0,0,0,0,0,0
9368,60435,0,18,0,0,0,0,0,0
9369,60435,,18030908,0,0,0,0,0,0
9370,60436,0,18,0,0,0,0,0,0
9371,60436,,1899,0,0,0,0,0,0
9372,60437,0,18,0,0,0,0,0,0
9373,60437,,1899,0,0,0,0,0,0
9374,60438,0,18,0,0,0,0,0,0
9375,60438,,18031505,0,0,0,0,0,0
9376,60439,0,18,0,0,0,0,0,0
9377,60439,,18031505,0,0,0,0,0,0
9378,60440,0,18,0,0,0,0,0,0
9379,60440,,1803250113,0,0,0,0,0,0
9380,60441,0,18,0,0,0,0,0,0
9381,60441,,1803250113,0,0,0,0,0,0
9382,60442,0,18,0,0,0,0,0,0
9383,60442,,1899,0,0,0,0,0,0
9384,60443,0,18,0,0,0,0,0,0
9385,60443,,18032101,0,0,0,0,0,0
9386,60444,0,18,0,0,0,0,0,0
9387,60444,,18032101,0,0,0,0,0,0
9388,60445,0,18,0,0,0,0,0,0
9389,60445,,18032101,0,0,0,0,0,0
9390,60446,0,18,0,0,0,0,0,0
9391,60446,,18032101,0,0,0,0,0,0
9392,60447,0,18,0,0,0,0,0,0
9393,60447,,18032101,0,0,0,0,0,0
9394,60448,0,18,0,0,0,0,0,0
9395,60448,,18032101,0,0,0,0,0,0
9396,60449,0,18,0,0,0,0,0,0
9397,60449,,18032101,0,0,0,0,0,0
9398,60450,0,18,0,0,0,0,0,0
9399,60450,,18032101,0,0,0,0,0,0
9400,60451,0,18,0,0,0,0,0,0
9401,60451,,18032101,0,0,0,0,0,0
9402,60452,0,18,0,0,0,0,0,0
9403,60452,,18032101,0,0,0,0,0,0
9404,60453,0,18,0,0,0,0,0,0
9405,60453,,18032101,0,0,0,0,0,0
9406,60454,0,18,0,0,0,0,0,0
9407,60454,,18032101,0,0,0,0,0,0
9408,60455,0,18,0,0,0,0,0,0
9409,60455,,18032101,0,0,0,0,0,0
9410,60456,0,18,0,0,0,0,0,0
9411,60456,,18032101,0,0,0,0,0,0
9412,60457,0,18,0,0,0,0,0,0
9413,60457,,18032101,0,0,0,0,0,0
9414,60458,0,18,0,0,0,0,0,0
9415,60458,,1899,0,0,0,0,0,0
9416,60459,0,18,0,0,0,0,0,0
9417,60459,,1803190217,0,0,0,0,0,0
9418,60460,0,18,0,0,0,0,0,0
9419,60460,,1803190212,0,0,0,0,0,0
9420,60461,0,18,0,0,0,0,0,0
9421,60461,,18010302141302,0,0,0,0,0,0
9422,60462,0,18,0,0,0,0,0,0
9423,60462,,18010302141302,0,0,0,0,0,0
9424,60463,0,18,0,0,0,0,0,0
9425,60463,,18010302141302,0,0,0,0,0,0
9426,60464,0,18,0,0,0,0,0,0
9427,60464,,1899,0,0,0,0,0,0
9428,60465,0,18,0,0,0,0,0,0
9429,60465,,1899,0,0,0,0,0,0
9430,60466,0,18,0,0,0,0,0,0
9431,60466,,18030701,0,0,0,0,0,0
9432,60467,0,18,0,0,0,0,0,0
9433,60467,,18030701,0,0,0,0,0,0
9434,60468,0,18,0,0,0,0,0,0
9435,60468,,18030701,0,0,0,0,0,0
9436,60469,0,18,0,0,0,0,0,0
9437,60469,,18030701,0,0,0,0,0,0
9438,60470,0,18,0,0,0,0,0,0
9439,60470,,18030701,0,0,0,0,0,0
9440,60471,0,18,0,0,0,0,0,0
9441,60471,,18030701,0,0,0,0,0,0
9442,60472,0,18,0,0,0,0,0,0
9443,60472,,18030701,0,0,0,0,0,0
9444,60473,0,18,0,0,0,0,0,0
9445,60473,,18030701,0,0,0,0,0,0
9446,60474,0,18,0,0,0,0,0,0
9447,60474,,18030701,0,0,0,0,0,0
9448,60475,0,18,0,0,0,0,0,0
9449,60475,,18030701,0,0,0,0,0,0
9450,60476,0,18,0,0,0,0,0,0
9451,60476,,18030701,0,0,0,0,0,0
9452,60477,0,18,0,0,0,0,0,0
9453,60477,,18030701,0,0,0,0,0,0
9454,60478,0,18,0,0,0,0,0,0
9455,60478,,18030701,0,0,0,0,0,0
9456,60479,0,18,0,0,0,0,0,0
9457,60479,,18030701,0,0,0,0,0,0
9458,60480,0,18,0,0,0,0,0,0
9459,60480,,18030701,0,0,0,0,0,0
9460,60481,0,18,0,0,0,0,0,0
9461,60481,,18030701,0,0,0,0,0,0
9462,60482,0,18,0,0,0,0,0,0
9463,60482,,1899,0,0,0,0,0,0
9464,60483,0,18,0,0,0,0,0,0
9465,60483,,18010302141502,0,0,0,0,0,0
9466,60484,0,18,0,0,0,0,0,0
9467,60484,,18010302141502,0,0,0,0,0,0
9468,60485,0,18,0,0,0,0,0,0
9469,60485,,1899,0,0,0,0,0,0
9470,60486,0,18,0,0,0,0,0,0
9471,60486,,180601010407,0,0,0,0,0,0
9472,60487,0,18,0,0,0,0,0,0
9473,60487,,1803080406,0,0,0,0,0,0
9474,60488,0,18,0,0,0,0,0,0
9475,60488,,1803080406,0,0,0,0,0,0
9476,60489,0,18,0,0,0,0,0,0
9477,60489,,1803080406,0,0,0,0,0,0
9478,60490,0,18,0,0,0,0,0,0
9479,60490,,1803080406,0,0,0,0,0,0
9480,60491,0,18,0,0,0,0,0,0
9481,60491,,180103021814,0,0,0,0,0,0
9482,60492,0,18,0,0,0,0,0,0
9483,60492,,180103021814,0,0,0,0,0,0
9484,60493,0,18,0,0,0,0,0,0
9485,60493,,1899,0,0,0,0,0,0
9486,60494,0,18,0,0,0,0,0,0
9487,60494,,1801030104,0,0,0,0,0,0
9488,60495,0,18,0,0,0,0,0,0
9489,60495,,1801030104,0,0,0,0,0,0
9490,60496,0,18,0,0,0,0,0,0
9491,60496,,1801030104,0,0,0,0,0,0
9492,60497,0,18,0,0,0,0,0,0
9493,60497,,1801030104,0,0,0,0,0,0
9494,60498,0,18,0,0,0,0,0,0
9495,60498,,1801030104,0,0,0,0,0,0
9496,60499,0,18,0,0,0,0,0,0
9497,60499,,1801030104,0,0,0,0,0,0
9498,60500,0,18,0,0,0,0,0,0
9499,60500,,1899,0,0,0,0,0,0
9500,60501,0,18,0,0,0,0,0,0
9501,60501,,1899,0,0,0,0,0,0
9502,60502,0,18,0,0,0,0,0,0
9503,60502,,1801050304,0,0,0,0,0,0
9504,60503,0,18,0,0,0,0,0,0
9505,60503,,1801050304,0,0,0,0,0,0
9506,60504,0,18,0,0,0,0,0,0
9507,60504,,1899,0,0,0,0,0,0
9508,60505,0,18,0,0,0,0,0,0
9509,60505,,1801030210,0,0,0,0,0,0
9510,60506,0,18,0,0,0,0,0,0
9511,60506,,1801030210,0,0,0,0,0,0
9512,60507,0,18,0,0,0,0,0,0
9513,60507,,1801030210,0,0,0,0,0,0
9514,60508,0,18,0,0,0,0,0,0
9515,60508,,1801030210,0,0,0,0,0,0
9516,60509,0,18,0,0,0,0,0,0
9517,60509,,1801030210,0,0,0,0,0,0
9518,60510,0,18,0,0,0,0,0,0
9519,60510,,1801030210,0,0,0,0,0,0
9520,60511,0,18,0,0,0,0,0,0
9521,60511,,1801030210,0,0,0,0,0,0
9522,60512,0,18,0,0,0,0,0,0
9523,60512,,18031601,0,0,0,0,0,0
9524,60513,0,18,0,0,0,0,0,0
9525,60513,,18031601,0,0,0,0,0,0
9526,60514,0,18,0,0,0,0,0,0
9527,60514,,18031601,0,0,0,0,0,0
9528,60515,0,18,0,0,0,0,0,0
9529,60515,,18031601,0,0,0,0,0,0
9530,60516,0,18,0,0,0,0,0,0
9531,60516,,18031601,0,0,0,0,0,0
9532,60517,0,18,0,0,0,0,0,0
9533,60517,,18031601,0,0,0,0,0,0
9534,60518,0,18,0,0,0,0,0,0
9535,60518,,18031601,0,0,0,0,0,0
9536,60519,0,18,0,0,0,0,0,0
9537,60519,,18031601,0,0,0,0,0,0
9538,60520,0,18,0,0,0,0,0,0
9539,60520,,18031601,0,0,0,0,0,0
9540,60521,0,18,0,0,0,0,0,0
9541,60521,,18031601,0,0,0,0,0,0
9542,60522,0,18,0,0,0,0,0,0
9543,60522,,18031601,0,0,0,0,0,0
9544,60523,0,18,0,0,0,0,0,0
9545,60523,,18031601,0,0,0,0,0,0
9546,60524,0,18,0,0,0,0,0,0
9547,60524,,18031601,0,0,0,0,0,0
9548,60525,0,18,0,0,0,0,0,0
9549,60525,,18031601,0,0,0,0,0,0
9550,60526,0,18,0,0,0,0,0,0
9551,60526,,180101042401,0,0,0,0,0,0
9552,60527,0,18,0,0,0,0,0,0
9553,60527,,180101042401,0,0,0,0,0,0
9554,60528,0,18,0,0,0,0,0,0
9555,60528,,180101042401,0,0,0,0,0,0
9556,60529,0,18,0,0,0,0,0,0
9557,60529,,180101042401,0,0,0,0,0,0
9558,60530,0,18,0,0,0,0,0,0
9559,60530,,180103021305,0,0,0,0,0,0
9560,60531,0,18,0,0,0,0,0,0
9561,60531,,180103021305,0,0,0,0,0,0
9562,60532,0,18,0,0,0,0,0,0
9563,60532,,180103021305,0,0,0,0,0,0
9564,60533,0,18,0,0,0,0,0,0
9565,60533,,180103021305,0,0,0,0,0,0
9566,60534,0,18,0,0,0,0,0,0
9567,60534,,1899,0,0,0,0,0,0
9568,60535,0,18,0,0,0,0,0,0
9569,60535,,1899,0,0,0,0,0,0
9570,60536,0,18,0,0,0,0,0,0
9571,60536,,1801030203,0,0,0,0,0,0
9572,60537,0,18,0,0,0,0,0,0
9573,60537,,1801030203,0,0,0,0,0,0
9574,60538,0,18,0,0,0,0,0,0
9575,60538,,1801030203,0,0,0,0,0,0
9576,60539,0,18,0,0,0,0,0,0
9577,60539,,1801030203,0,0,0,0,0,0
9578,60540,0,18,0,0,0,0,0,0
9579,60540,,180103020903,0,0,0,0,0,0
9580,60541,0,18,0,0,0,0,0,0
9581,60541,,180103020903,0,0,0,0,0,0
9582,60542,0,18,0,0,0,0,0,0
9583,60542,,180103020903,0,0,0,0,0,0
9584,60543,0,18,0,0,0,0,0,0
9585,60543,,180103020903,0,0,0,0,0,0
9586,60544,0,18,0,0,0,0,0,0
9587,60544,,1801030209,0,0,0,0,0,0
9588,60545,0,18,0,0,0,0,0,0
9589,60545,,1801030209,0,0,0,0,0,0
9590,60546,0,18,0,0,0,0,0,0
9591,60546,,1801030209,0,0,0,0,0,0
9592,60547,0,18,0,0,0,0,0,0
9593,60547,,1801030209,0,0,0,0,0,0
9594,60548,0,18,0,0,0,0,0,0
9595,60548,,1801030209,0,0,0,0,0,0
9596,60549,0,18,0,0,0,0,0,0
9597,60549,,1801030209,0,0,0,0,0,0
9598,60550,0,18,0,0,0,0,0,0
9599,60550,,1801030209,0,0,0,0,0,0
9600,60551,0,18,0,0,0,0,0,0
9601,60551,,1801010104,0,0,0,0,0,0
9602,60552,0,18,0,0,0,0,0,0
9603,60552,,1801010104,0,0,0,0,0,0
9604,60553,0,18,0,0,0,0,0,0
9605,60553,,1801010104,0,0,0,0,0,0
9606,60554,0,18,0,0,0,0,0,0
9607,60554,,1801010104,0,0,0,0,0,0
9608,60555,0,18,0,0,0,0,0,0
9609,60555,,1801030208,0,0,0,0,0,0
9610,60556,0,18,0,0,0,0,0,0
9611,60556,,1801030208,0,0,0,0,0,0
9612,60557,0,18,0,0,0,0,0,0
9613,60557,,1801030208,0,0,0,0,0,0
9614,60558,0,18,0,0,0,0,0,0
9615,60558,,1801030208,0,0,0,0,0,0
9616,60559,0,18,0,0,0,0,0,0
9617,60559,,1801030208,0,0,0,0,0,0
9618,60560,0,18,0,0,0,0,0,0
9619,60560,,1801030208,0,0,0,0,0,0
9620,60561,0,18,0,0,0,0,0,0
9621,60561,,1801030208,0,0,0,0,0,0
9622,60562,0,18,0,0,0,0,0,0
9623,60562,,180103021304,0,0,0,0,0,0
9624,60563,0,18,0,0,0,0,0,0
9625,60563,,180103021304,0,0,0,0,0,0
9626,60564,0,18,0,0,0,0,0,0
9627,60564,,180103021304,0,0,0,0,0,0
9628,60565,0,18,0,0,0,0,0,0
9629,60565,,1806010112,0,0,0,0,0,0
9630,60566,0,18,0,0,0,0,0,0
9631,60566,,1899,0,0,0,0,0,0
9632,60567,0,18,0,0,0,0,0,0
9633,60567,,18030602,0,0,0,0,0,0
9634,60568,0,18,0,0,0,0,0,0
9635,60568,,18030602,0,0,0,0,0,0
9636,60569,0,18,0,0,0,0,0,0
9637,60569,,18030602,0,0,0,0,0,0
9638,60570,0,18,0,0,0,0,0,0
9639,60570,,1803250408,0,0,0,0,0,0
9640,60571,0,18,0,0,0,0,0,0
9641,60571,,1803250407,0,0,0,0,0,0
9642,60572,0,18,0,0,0,0,0,0
9643,60572,,1803250407,0,0,0,0,0,0
9644,60573,0,18,0,0,0,0,0,0
9645,60573,,1803250407,0,0,0,0,0,0
9646,60574,0,18,0,0,0,0,0,0
9647,60574,,1803250408,0,0,0,0,0,0
9648,60575,0,18,0,0,0,0,0,0
9649,60575,,180103021415,0,0,0,0,0,0
9650,60576,0,18,0,0,0,0,0,0
9651,60576,,18010302141308,0,0,0,0,0,0
9652,60577,0,18,0,0,0,0,0,0
9653,60577,,1899,0,0,0,0,0,0
9654,60578,0,18,0,0,0,0,0,0
9655,60578,,1899,0,0,0,0,0,0
9656,60579,0,18,0,0,0,0,0,0
9657,60579,,1803040635,0,0,0,0,0,0
9658,60580,0,18,0,0,0,0,0,0
9659,60580,,1806010303,0,0,0,0,0,0
9660,60581,0,18,0,0,0,0,0,0
9661,60581,,1806010303,0,0,0,0,0,0
9662,60582,0,18,0,0,0,0,0,0
9663,60582,,180103021601,0,0,0,0,0,0
9664,60583,0,18,0,0,0,0,0,0
9665,60583,,180103021601,0,0,0,0,0,0
9666,60584,0,18,0,0,0,0,0,0
9667,60584,,180103021601,0,0,0,0,0,0
9668,60585,0,18,0,0,0,0,0,0
9669,60585,,180103021601,0,0,0,0,0,0
9670,60586,0,18,0,0,0,0,0,0
9671,60586,,180103021601,0,0,0,0,0,0
9672,60587,0,18,0,0,0,0,0,0
9673,60587,,180103021601,0,0,0,0,0,0
9674,60588,0,18,0,0,0,0,0,0
9675,60588,,1803040218,0,0,0,0,0,0
9676,60589,0,18,0,0,0,0,0,0
9677,60589,,1803040218,0,0,0,0,0,0
9678,60590,0,18,0,0,0,0,0,0
9679,60590,,1803040218,0,0,0,0,0,0
9680,60591,0,18,0,0,0,0,0,0
9681,60591,,1803040218,0,0,0,0,0,0
9682,60592,0,18,0,0,0,0,0,0
9683,60592,,1803040218,0,0,0,0,0,0
9684,60593,0,18,0,0,0,0,0,0
9685,60593,,1803040218,0,0,0,0,0,0
9686,60594,0,18,0,0,0,0,0,0
9687,60594,,1803040218,0,0,0,0,0,0
9688,60595,0,18,0,0,0,0,0,0
9689,60595,,1803040218,0,0,0,0,0,0
9690,60596,0,18,0,0,0,0,0,0
9691,60596,,1803040218,0,0,0,0,0,0
9692,60597,0,18,0,0,0,0,0,0
9693,60597,,1803040218,0,0,0,0,0,0
9694,60598,0,18,0,0,0,0,0,0
9695,60598,,1803040218,0,0,0,0,0,0
9696,60599,0,18,0,0,0,0,0,0
9697,60599,,1803040218,0,0,0,0,0,0
9698,60600,0,18,0,0,0,0,0,0
9699,60600,,1899,0,0,0,0,0,0
9700,60601,0,18,0,0,0,0,0,0
9701,60601,,1899,0,0,0,0,0,0
9702,60602,0,18,0,0,0,0,0,0
9703,60602,,1899,0,0,0,0,0,0
9704,60603,0,18,0,0,0,0,0,0
9705,60603,,1899,0,0,0,0,0,0
9706,60604,0,18,0,0,0,0,0,0
9707,60604,,1899,0,0,0,0,0,0
9708,60605,0,18,0,0,0,0,0,0
