,tts_sysno,c_textid,c_personid,c_role_id,c_year,c_nh_code,c_nh_year,c_range_code,c_source,c_pages,c_secondary_source_author,c_notes,c_created_by,c_created_date,c_modified_by,c_modified_date
9215,21184.0,22675,30237,0,-1.0,0.0,-1.0,0.0,0.0,0000000,,,load,20100825,,
9216,21185.0,22676,30237,0,-1.0,0.0,-1.0,0.0,0.0,0000000,,,load,20100825,,
9217,21186.0,22677,30237,0,-1.0,0.0,-1.0,0.0,0.0,0000000,,,load,20100825,,
9218,21187.0,22679,30237,0,-1.0,0.0,-1.0,0.0,0.0,0000000,,,load,20100825,,
9219,21188.0,22680,30237,0,-1.0,0.0,-1.0,0.0,0.0,0000000,,,load,20100825,,
9220,21189.0,22681,30237,0,-1.0,0.0,-1.0,0.0,0.0,0000000,,,load,20100825,,
9221,21190.0,22682,30237,0,-1.0,0.0,-1.0,0.0,0.0,0000000,,,load,20100825,,
9222,21191.0,22683,30237,0,-1.0,0.0,-1.0,0.0,0.0,0000000,,,load,20100825,,
9223,21192.0,22684,30237,0,-1.0,0.0,-1.0,0.0,0.0,0000000,,,load,20100825,,
9224,21193.0,22685,30237,0,-1.0,0.0,-1.0,0.0,0.0,0000000,,,load,20100825,,
9225,21194.0,22686,30237,0,-1.0,0.0,-1.0,0.0,0.0,0000000,,,load,20100825,,
9226,21195.0,22687,30237,0,-1.0,0.0,-1.0,0.0,0.0,0000000,,,load,20100825,,
9227,21233.0,22727,30237,0,-1.0,0.0,-1.0,0.0,0.0,0000000,,,load,20100825,,
9228,21234.0,22728,30237,0,-1.0,0.0,-1.0,0.0,0.0,0000000,,,load,20100825,,
9229,21235.0,22729,30237,0,-1.0,0.0,-1.0,0.0,0.0,0000000,,,load,20100825,,
9230,21236.0,22730,30237,0,-1.0,0.0,-1.0,0.0,0.0,0000000,,,load,20100825,,
9231,21237.0,22731,30237,0,-1.0,0.0,-1.0,0.0,0.0,0000000,,,load,20100825,,
9232,21238.0,22732,30237,0,-1.0,0.0,-1.0,0.0,0.0,0000000,,,load,20100825,,
9233,21239.0,22733,30237,0,-1.0,0.0,-1.0,0.0,0.0,0000000,,,load,20100825,,
9234,21240.0,22734,30237,0,-1.0,0.0,-1.0,0.0,0.0,0000000,,,load,20100825,,
9235,21241.0,22735,30237,0,-1.0,0.0,-1.0,0.0,0.0,0000000,,,load,20100825,,
9236,22730.0,24274,30237,0,-1.0,0.0,-1.0,0.0,0.0,0000000,,,load,20100825,,
9237,996.0,2968,30238,0,-1.0,0.0,-1.0,0.0,,0000000,,,TTS,20070312,,
9238,2776.0,4683,30238,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9239,5129.0,7035,30238,0,-1.0,0.0,-1.0,0.0,,0000000,,,TTS,20070312,,
9240,21047.0,22534,30238,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9241,21048.0,22535,30238,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9242,21049.0,22536,30238,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9243,21050.0,22537,30238,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9244,21051.0,22538,30238,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9245,21052.0,22539,30238,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9246,21053.0,22540,30238,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9247,21054.0,22541,30238,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9248,21055.0,22542,30238,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9249,21056.0,22543,30238,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9250,21057.0,22544,30238,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9251,21058.0,22545,30238,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9252,21059.0,22546,30238,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9253,21060.0,22547,30238,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9254,29234.0,37797,30238,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20140212,,
9255,800.0,2774,30239,0,-1.0,0.0,-1.0,0.0,,0000000,,,TTS,20070312,,
9256,4892.0,6810,30239,0,-1.0,0.0,-1.0,0.0,,0000000,,,TTS,20070312,,
9257,4893.0,6811,30239,0,-1.0,0.0,-1.0,0.0,,0000000,,,TTS,20070312,,
9258,21288.0,22783,30239,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9259,21289.0,22784,30239,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9260,21290.0,22785,30239,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9261,21291.0,22786,30239,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9262,21292.0,22787,30239,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9263,21293.0,22788,30239,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9264,21294.0,22789,30239,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9265,21295.0,22790,30239,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9266,21296.0,22791,30239,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9267,22472.0,24012,30243,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9268,22473.0,24013,30243,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9269,22474.0,24014,30243,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9270,22475.0,24015,30243,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9271,22476.0,24016,30243,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9272,22477.0,24017,30243,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9273,22478.0,24018,30243,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9274,999.0,2971,30245,0,-1.0,0.0,-1.0,0.0,,0000000,,,TTS,20070312,,
9275,1710.0,3654,30245,0,-1.0,0.0,-1.0,0.0,,0000000,,,TTS,20070312,,
9276,1000.0,2972,30246,0,-1.0,0.0,-1.0,0.0,,0000000,,,TTS,20070312,,
9277,23257.0,24741,30246,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9278,24993.0,26316,30246,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9279,1002.0,2974,30247,0,-1.0,0.0,-1.0,0.0,,0000000,,,TTS,20070312,,
9280,1009.0,2981,30248,0,-1.0,0.0,-1.0,0.0,,0000000,,,TTS,20070312,,
9281,20463.0,21940,30248,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9282,20464.0,21941,30248,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9283,20465.0,21942,30248,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9284,20466.0,21943,30248,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9285,20467.0,21944,30248,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9286,20468.0,21945,30248,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9287,20469.0,21946,30248,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9288,20470.0,21947,30248,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9289,20471.0,21948,30248,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9290,20472.0,21949,30248,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9291,20473.0,21950,30248,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9292,20474.0,21951,30248,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9293,20475.0,21952,30248,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9294,20476.0,21953,30248,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9295,20477.0,21954,30248,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9296,20478.0,21955,30248,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9297,20479.0,21956,30248,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9298,20480.0,21957,30248,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9299,1010.0,2982,30280,0,-1.0,0.0,-1.0,0.0,,0000000,,,TTS,20070312,,
9300,1011.0,2983,30283,0,-1.0,0.0,-1.0,0.0,,0000000,,,TTS,20070312,,
9301,,39901,30283,1,,,,,,,,,load,20181206,,
9302,,39902,30283,1,,,,,,,,,load,20181206,,
9303,,39903,30283,1,,,,,,,,,load,20181206,,
9304,,39904,30283,1,,,,,,,,,load,20181206,,
9305,1013.0,2985,30284,0,-1.0,0.0,-1.0,0.0,,0000000,,,TTS,20070312,,
9306,1014.0,2986,30284,0,-1.0,0.0,-1.0,0.0,,0000000,,,TTS,20070312,,
9307,5378.0,7285,30284,0,-1.0,0.0,-1.0,0.0,,0000000,,,TTS,20070312,,
9308,1019.0,2991,30299,0,-1.0,0.0,-1.0,0.0,,0000000,,,TTS,20070312,,
9309,20858.0,22340,30301,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9310,20859.0,22341,30301,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9311,20860.0,22342,30301,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9312,20861.0,22343,30301,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9313,20862.0,22344,30301,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9314,20863.0,22345,30301,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9315,1031.0,3003,30302,0,-1.0,0.0,-1.0,0.0,,0000000,,,TTS,20070312,,
9316,1032.0,3004,30303,0,-1.0,0.0,-1.0,0.0,,0000000,,,TTS,20070312,,
9317,939.0,2912,30304,0,-1.0,0.0,-1.0,0.0,,0000000,,,TTS,20070312,,
9318,6809.0,8702,30304,0,-1.0,0.0,-1.0,0.0,,0000000,,,BDGLW,20070712,,
9319,7726.0,9631,30304,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9320,7727.0,9632,30304,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9321,203.0,2115,30305,0,-1.0,0.0,-1.0,0.0,,0000000,,,BDSYX,20070714,,
9322,6867.0,8761,30305,0,-1.0,0.0,-1.0,0.0,,0000000,,,TTS,20070312,BDSYX,20070714
9323,6881.0,8775,30306,0,-1.0,0.0,-1.0,0.0,,0000000,,,BDSYX,20070714,,
9324,910.0,2884,30309,0,-1.0,0.0,-1.0,0.0,,0000000,,,TTS,20070312,,
9325,1034.0,3006,30309,0,-1.0,0.0,-1.0,0.0,,0000000,,,TTS,20070312,,
9326,5039.0,6949,30309,0,-1.0,0.0,-1.0,0.0,,0000000,,,TTS,20070312,,
9327,20620.0,22098,30309,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9328,20621.0,22099,30309,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9329,20622.0,22100,30309,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9330,20623.0,22101,30309,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9331,20624.0,22102,30309,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9332,20625.0,22103,30309,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9333,20626.0,22104,30309,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9334,20627.0,22105,30309,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9335,20628.0,22106,30309,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9336,20629.0,22107,30309,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9337,20630.0,22108,30309,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9338,20631.0,22109,30309,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9339,20632.0,22110,30309,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9340,20633.0,22111,30309,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9341,20634.0,22112,30309,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9342,20635.0,22113,30309,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9343,20636.0,22114,30309,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9344,20637.0,22115,30309,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9345,20638.0,22116,30309,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9346,20639.0,22117,30309,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9347,20640.0,22118,30309,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9348,20641.0,22119,30309,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9349,20642.0,22120,30309,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9350,26287.0,28330,30334,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20140114,,
9351,1071.0,3042,30336,0,-1.0,0.0,-1.0,0.0,,0000000,,,TTS,20070312,,
9352,4449.0,6370,30336,0,-1.0,0.0,-1.0,0.0,,0000000,,,TTS,20070312,,
9353,26209.0,28253,30336,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20140114,,
9354,1076.0,3047,30337,0,-1.0,0.0,-1.0,0.0,,0000000,,,TTS,20070312,,
9355,4769.0,6690,30337,0,-1.0,0.0,-1.0,0.0,,0000000,,,TTS,20070312,,
9356,1077.0,3048,30354,0,-1.0,0.0,-1.0,0.0,,0000000,,,TTS,20070312,,
9357,4770.0,6691,30357,0,-1.0,0.0,-1.0,0.0,,0000000,,,TTS,20070312,,
9358,4771.0,6692,30358,0,-1.0,0.0,-1.0,0.0,,0000000,,,TTS,20070312,,
9359,1081.0,3052,30359,0,-1.0,0.0,-1.0,0.0,,0000000,,,TTS,20070312,,
9360,6483.0,8383,30359,0,-1.0,0.0,-1.0,0.0,,0000000,,,BDNIYU,20070526,BDNIYU,20070526
9361,6484.0,8384,30359,0,-1.0,0.0,-1.0,0.0,,0000000,,,BDNIYU,20070526,BDNIYU,20070526
9362,4772.0,6693,30360,0,-1.0,0.0,-1.0,0.0,,0000000,,,TTS,20070312,,
9363,1083.0,3054,30361,0,-1.0,0.0,-1.0,0.0,,0000000,,,TTS,20070312,,
9364,1085.0,3056,30372,0,-1.0,0.0,-1.0,0.0,,0000000,,,TTS,20070312,,
9365,2161.0,4082,30374,0,-1.0,0.0,-1.0,0.0,,0000000,,,TTS,20070312,,
9366,4774.0,6695,30374,0,-1.0,0.0,-1.0,0.0,,0000000,,,TTS,20070312,,
9367,22326.0,23867,30374,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9368,22327.0,23868,30374,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9369,22328.0,23869,30374,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9370,22329.0,23870,30374,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9371,22330.0,23871,30374,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9372,22331.0,23872,30374,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9373,22332.0,23873,30374,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9374,25998.0,28062,30374,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20140114,,
9375,1087.0,3058,30385,0,-1.0,0.0,-1.0,0.0,,0000000,,,TTS,20070312,,
9376,1088.0,3059,30386,0,-1.0,0.0,-1.0,0.0,,0000000,,,TTS,20070312,,
9377,1091.0,3062,30388,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9378,22863.0,24382,30388,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9379,23288.0,24772,30388,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9380,23573.0,25006,30388,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9381,24008.0,25399,30388,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9382,24055.0,25442,30388,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9383,24188.0,25572,30388,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9384,23869.0,25286,30394,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9385,273.0,2186,30399,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9386,1098.0,3066,30399,0,-1.0,0.0,-1.0,0.0,,0000000,,,TTS,20070312,,
9387,4912.0,6828,30399,0,-1.0,0.0,-1.0,0.0,,0000000,,,TTS,20070312,,
9388,11380.0,13151,30399,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9389,11398.0,13154,30399,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9390,19737.0,21202,30399,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9391,19758.0,21226,30598,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9392,19759.0,21227,30598,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9393,19760.0,21228,30598,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9394,19761.0,21229,30598,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9395,19762.0,21230,30598,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9396,19763.0,21231,30598,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9397,22727.0,24271,30598,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9398,,40351,30598,1,,,,,,,,,peter bol,20201213,,
9399,1118.0,3085,30599,0,-1.0,0.0,-1.0,0.0,,0000000,,,TTS,20070312,,
9400,1119.0,3086,30600,0,-1.0,0.0,-1.0,0.0,,0000000,,,TTS,20070312,,
9401,1124.0,3091,30601,0,-1.0,0.0,-1.0,0.0,,0000000,,,TTS,20070312,,
9402,1125.0,3092,30601,0,-1.0,0.0,-1.0,0.0,,0000000,,,TTS,20070312,,
9403,1126.0,3093,30602,0,-1.0,0.0,-1.0,0.0,,0000000,,,TTS,20070312,,
9404,4775.0,6696,30602,0,-1.0,0.0,-1.0,0.0,,0000000,,,TTS,20070312,,
9405,,40352,30602,1,,,,,,,,,peter bol,20201213,,
9406,,40353,30602,1,,,,,,,,,peter bol,20201213,,
9407,4776.0,6697,30603,0,-1.0,0.0,-1.0,0.0,,0000000,,,TTS,20070312,,
9408,5068.0,6976,30603,0,-1.0,0.0,-1.0,0.0,,0000000,,,TTS,20070312,,
9409,6469.0,8369,30603,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9410,19777.0,21245,30603,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9411,19778.0,21246,30603,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9412,19779.0,21247,30603,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9413,19780.0,21248,30603,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9414,19781.0,21249,30603,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9415,19782.0,21250,30603,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9416,19783.0,21251,30603,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9417,19784.0,21252,30603,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9418,19786.0,21253,30603,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9419,19787.0,21254,30603,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9420,19788.0,21255,30603,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9421,19789.0,21256,30603,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9422,19790.0,21257,30603,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9423,19791.0,21258,30603,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9424,19792.0,21259,30603,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9425,19793.0,21260,30603,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9426,19794.0,21261,30603,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9427,19795.0,21262,30603,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9428,19796.0,21263,30603,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9429,1127.0,3094,30604,0,-1.0,0.0,-1.0,0.0,,0000000,,,TTS,20070312,,
9430,1128.0,3095,30605,0,-1.0,0.0,-1.0,0.0,,0000000,,,TTS,20070312,,
9431,334.0,2232,30606,0,-1.0,0.0,-1.0,0.0,,0000000,,,TTS,20070312,,
9432,4777.0,6698,30606,0,-1.0,0.0,-1.0,0.0,,0000000,,,TTS,20070312,,
9433,19422.0,20879,30621,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9434,19423.0,20880,30621,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9435,19424.0,20881,30621,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9436,19425.0,20882,30621,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9437,19426.0,20883,30621,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9438,19427.0,20884,30621,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9439,19428.0,20885,30621,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9440,19429.0,20886,30621,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9441,19430.0,20887,30621,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9442,1140.0,3107,30622,0,-1.0,0.0,-1.0,0.0,,0000000,,,TTS,20070312,,
9443,1141.0,3108,30622,0,-1.0,0.0,-1.0,0.0,,0000000,,,TTS,20070312,,
9444,1142.0,3109,30622,0,-1.0,0.0,-1.0,0.0,,0000000,,,TTS,20070312,,
9445,1143.0,3110,30622,0,-1.0,0.0,-1.0,0.0,,0000000,,,TTS,20070312,,
9446,25951.0,28019,30622,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20140114,,
9447,1144.0,3111,30626,0,-1.0,0.0,-1.0,0.0,,0000000,,,TTS,20070312,,
9448,5346.0,7253,30626,0,-1.0,0.0,-1.0,0.0,,0000000,,,TTS,20070312,,
9449,22313.0,23854,30626,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9450,22314.0,23855,30626,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9451,22315.0,23856,30626,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9452,22316.0,23857,30626,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9453,22317.0,23858,30626,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9454,22318.0,23859,30626,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9455,22319.0,23860,30626,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9456,22320.0,23861,30626,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9457,26378.0,28448,30626,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20140114,,
9458,1146.0,3113,30627,0,-1.0,0.0,-1.0,0.0,,0000000,,,TTS,20070312,,
9459,26074.0,28132,30627,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20140114,,
9460,1147.0,3114,30629,0,-1.0,0.0,-1.0,0.0,,0000000,,,TTS,20070312,,
9461,1150.0,3118,30631,0,-1.0,0.0,-1.0,0.0,,0000000,,,TTS,20070312,,
9462,1151.0,3119,30631,0,-1.0,0.0,-1.0,0.0,,0000000,,,TTS,20070312,,
9463,228.0,2140,30632,0,-1.0,0.0,-1.0,0.0,,0000000,,,TTS,20070312,,
9464,4780.0,6701,30632,0,-1.0,0.0,-1.0,0.0,,0000000,,,TTS,20070312,,
9465,1158.0,3126,30646,0,-1.0,0.0,-1.0,0.0,,0000000,,,TTS,20070312,,
9466,20044.0,21514,30646,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9467,1159.0,3127,30647,0,-1.0,0.0,-1.0,0.0,,0000000,,,TTS,20070312,,
9468,22309.0,23850,30647,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9469,22310.0,23851,30647,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9470,22311.0,23852,30647,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9471,22312.0,23853,30647,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9472,1161.0,3129,30648,0,-1.0,0.0,-1.0,0.0,,0000000,,,TTS,20070312,,
9473,4943.0,6857,30648,0,-1.0,0.0,-1.0,0.0,,0000000,,,TTS,20070312,,
9474,1178.0,3147,30651,0,-1.0,0.0,-1.0,0.0,,0000000,,,TTS,20070312,,
9475,20643.0,22121,30309,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9476,20644.0,22122,30309,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9477,20645.0,22123,30309,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9478,20646.0,22124,30309,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9479,20647.0,22125,30309,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9480,20648.0,22126,30309,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9481,20649.0,22127,30309,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9482,20650.0,22128,30309,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9483,20651.0,22129,30309,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9484,20652.0,22130,30309,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9485,20653.0,22131,30309,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9486,20654.0,22132,30309,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9487,20655.0,22133,30309,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9488,1035.0,3007,30310,0,-1.0,0.0,-1.0,0.0,,0000000,,,TTS,20070312,,
9489,25045.0,26368,30310,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9490,1036.0,3008,30311,0,-1.0,0.0,-1.0,0.0,,0000000,,,TTS,20070312,,
9491,1037.0,3009,30315,0,-1.0,0.0,-1.0,0.0,,0000000,,,TTS,20070312,,
9492,11691.0,13310,30315,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9493,22273.0,23813,30315,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9494,22275.0,23814,30315,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
9495,22276.0,23815,30315,0,-1.0,0.0,-1.0,0.0,,0000000,,,load,20100825,,
